GEOID10,allProperties,incomeProperties
060371014002025,0.056689342403628086,1.0
060371014002026,0.16666666666666669,
060371014002028,0.2839506172839506,0.5555555555555556
060371014003000,0.05882352941176469,0.5
060371014003001,0.3487603305785125,0.6831032215647601
060371014003002,0.005034013605442163,0.5
060371014003003,0.15625,
060371014003004,0.022809917355371866,0.12000000000000001
060371014003005,0.06172839506172839,
060371014003006,0.16666666666666669,
060371014003007,1.0,
060371014003008,0.05898491083676266,0.375
060371014003009,0.05000000000000003,
060371014003010,0.03125,
060371014003011,0.0451388888888889,
060371014003012,0.04761904761904759,
060371021031000,0.007407407407407388,
060371021031001,0.03225806451612904,
060371021031002,0.16666666666666669,
060371021031003,0.004499054820415906,
060371021031004,0.28,
060371021031005,0.2860994020194098,0.29587112800632315
060371021031006,0.010305070911131534,
060371021031007,0.125,
060371021031008,0.03225806451612904,
060371021031009,0.04166666666666668,
060371021041000,0.003831196056036669,
060371021041002,0.014285714285714304,
060371021041004,0.015151515151515138,
060371021041008,0.03333333333333333,
060371021041010,0.03333333333333333,
060371021041011,0.08333333333333336,
060371021041018,0.006134067952249789,
060371021041020,0.008264462809917366,
060371021041021,0.010633680555555533,
060371021041023,0.04761904761904759,
060371021041024,0.023255813953488393,
060371021041025,0.018518518518518504,
060371021041028,0.03225806451612904,
060371021041030,1.0,
060371021042000,0.007352941176470584,
060371021042001,0.05000000000000003,
060371021042008,0.009259259259259264,
060371021042009,0.06666666666666667,
060371021042010,0.03686087990487513,
060371021051001,0.047479912344777234,0.07142857142857142
060371021051002,0.022181982797645987,1.0
060371021051003,0.03603305785123967,0.078125
060371021051004,0.04252400548696843,
060371021051005,0.032139577594123066,
060371021051006,0.034482758620689634,
060371021051007,0.025641025641025623,0.5
060371021052002,0.018888888888888872,
060371021052003,0.07072191757589469,0.11871385158317815
060371021052004,0.04761904761904759,
060371021052005,0.045454545454545456,
060371021052006,0.029585798816568025,0.375
060371021071002,0.03125,0.25
060371021071004,0.25,
060371021071005,0.25,
060371021071006,0.0035571634959754165,0.12000000000000005
060371021071007,0.0036108288575990542,0.16528925619834708
060371021071008,0.021701388888888878,1.0
060371021071009,0.031141868512110715,0.3333333333333333
060371021071010,0.10743801652892562,
060371021071011,0.04142011834319528,
060371021071012,1.0,
060371021071013,0.125,
060371021072001,0.25,0.5
060371021072002,1.0,
060371021072004,0.01818181818181817,0.25
060371021072005,0.3333333333333333,1.0
060371021072006,0.049586776859504134,1.0
060371021072007,0.09090909090909091,
060371021072008,0.08333333333333336,
060371021072009,0.16666666666666669,
060371021072010,0.030864197530864196,0.5
060371021072011,0.1111111111111111,
060371021072012,0.09722222222222224,0.3333333333333333
060371021072013,0.031250000000000014,0.5555555555555556
060371021072014,0.045138888888888895,
060371021072015,0.20000000000000004,
060371021072016,0.04252400548696843,0.5
060371021072017,0.07555555555555556,
060371021072018,0.10743801652892562,1.0
060371021072020,0.05882352941176469,
060371021072021,0.10000000000000003,1.0
060371021072023,1.0,
060371031011000,0.08333333333333336,1.0
060371031011001,0.004327750113173373,1.0
060371031011002,0.05000000000000003,
060371031011003,0.045454545454545456,
060371031011004,0.05000000000000003,1.0
060371031011005,0.030303030303030318,
060371031011006,0.01815943367189906,1.0
060371031011007,0.018494897959183687,
060371031011008,0.02083333333333332,
060371031011009,0.0451388888888889,
060371031011010,0.03846153846153847,
060371031011011,0.04166666666666668,
060371031011012,0.03515625,1.0
060371031011013,0.022727272727272707,
060371031012000,0.013324337999662653,
060371031012001,0.03846153846153847,
060371031012002,0.02380952380952379,
060371031012003,0.05000000000000003,
060371031012004,0.022222222222222244,
060371031012005,0.018842975206611556,
060371031012006,0.06172839506172839,
060371031012007,0.05000000000000003,
060371031021000,0.012987012987012964,0.5
060371031021001,0.04725897920604915,0.3333333333333333
060371031021002,0.011494252873563232,1.0
060371031021003,0.018672795173800626,
060371031021004,0.020408163265306128,0.5
060371031022000,0.019504132231404948,
060371031022001,0.03333333333333333,
060371031022002,0.039999999999999994,1.0
060371031022003,0.022222222222222244,0.5
060371031022004,0.04761904761904759,
060371031022005,0.06666666666666667,
060371031022006,0.0625,0.5
060371031022007,0.03333333333333333,0.25
060371031023000,0.00980392156862745,0.3333333333333333
060371031023001,0.025641025641025623,1.0
060371031023002,0.01960784313725493,1.0
060371031023003,0.02941176470588234,1.0
060371031023004,0.03460207612456746,1.0
060371031023005,0.05263157894736843,
060371031023006,0.0703125,
060371031023007,0.05263157894736843,
060371031023008,0.03225806451612904,
060371031023009,0.05263157894736843,
060371031023010,0.0625,
060371031024000,0.039780521262002724,
060371031024001,0.04399524375743161,1.0
060371031024002,0.03571428571428573,
060371031024003,0.03571428571428573,0.5
060371031024004,0.03846153846153847,1.0
060371031024005,0.7311197916666666,1.0
060371031024006,0.05263157894736843,
060371031024007,0.04347826086956521,1.0
060371031024008,0.04166666666666668,1.0
060371031024009,0.03846153846153847,1.0
060371031025000,0.05000000000000003,
060371031025001,0.05555555555555555,
060371031025002,0.045454545454545456,
060371031025003,0.05263157894736843,
060371031025004,0.05263157894736843,
060371031025005,0.023255813953488393,
060371031025006,0.02380952380952379,
060371031025007,0.022684310018903593,
060371031025008,0.045138888888888895,
060371031025009,0.008127999999999984,1.0
060371032001000,0.10743801652892562,
060371032001001,0.05555555555555555,1.0
060371032001002,1.0,
060371032001004,0.022569444444444423,0.5
060371032001005,0.011358024691358048,0.5
060371032001006,0.05263157894736843,
060371032001012,0.25,1.0
060371032001013,0.3333333333333333,
060371032001014,0.037037037037037014,
060371032001015,0.04761904761904759,
060371032001016,0.014084507042253523,
060371032001019,0.05555555555555555,
060371032001020,0.0625,
060371032001021,0.05263157894736843,
060371032001022,0.04347826086956521,
060371032001023,0.05555555555555555,
060371032001024,0.04347826086956521,
060371032001025,0.013437500000000008,0.3333333333333333
060371032001026,0.04347826086956521,
060371032001027,0.024337479718766923,1.0
060371032002002,0.625,
060371032002004,0.07692307692307694,1.0
060371032002010,0.0033001881214727263,
060371032002011,0.03114186851211071,
060371032002012,0.02380952380952379,
060371032002013,0.6600000000000001,
060371032002016,0.3244444444444443,0.6800000000000002
060371032002017,0.03225806451612904,
060371032002018,0.03686087990487513,1.0
060371032002019,0.04166666666666668,
060371032002024,0.18367346938775508,1.0
060371032002025,0.04166666666666668,1.0
060371032002026,1.0,
060371032002031,0.3333333333333333,
060371032002033,0.06239999999999997,1.0
060371032002034,0.0625,
060371032002035,0.10000000000000003,
060371032002036,0.14285714285714285,
060371032002037,0.5,
060371032002038,0.5,
060371032003000,0.03125,
060371032003001,0.02,
060371032003002,0.014481253719500101,
060371032003003,0.029320987654320986,
060371032003004,0.08333333333333336,1.0
060371032003005,0.05263157894736843,
060371032003006,0.08333333333333336,
060371032003007,0.04347826086956521,
060371032003008,0.05817174515235458,1.0
060371032003009,0.15082644628099184,0.4368
060371032003010,0.4820732708623859,0.5187195780555205
060371032003012,0.19008264462809918,1.0
060371032003013,0.0778546712802768,1.0
060371032003014,0.04761904761904759,
060371032003015,0.09090909090909091,
060371032003016,0.3745342976112207,0.3745342976112207
060371032003017,1.0,1.0
060371033001000,0.007574069948763635,1.0
060371033001001,0.08333333333333336,
060371033001002,0.0625,1.0
060371033001003,0.004747658688865743,0.125
060371033001004,0.018159433671899056,1.0
060371033001005,0.07692307692307694,
060371033001006,0.049586776859504134,
060371033001008,0.10000000000000003,
060371033001009,0.016930932545014796,0.5
060371033001010,0.03846153846153847,
060371033001011,0.04166666666666668,
060371033001012,0.07692307692307694,
060371033001013,0.16666666666666669,0.5
060371033001014,0.25,
060371033002000,0.05263157894736843,
060371033002001,0.04142011834319528,
060371033002003,0.01783590963139119,0.5
060371033002004,0.022222222222222244,1.0
060371033002005,0.03571428571428573,0.5
060371033002006,0.07692307692307694,
060371033002010,0.012628828567281166,0.25
060371033002011,0.005730151228733469,0.10000000000000003
060371033002012,0.14285714285714285,
060371033002013,0.025641025641025623,
060371033002014,0.009897257045904415,1.0
060371033002015,0.01440000000000002,0.25
060371034001000,0.08445247933884296,0.19834183673469385
060371034001001,0.02083333333333332,
060371034001002,0.19224376731301931,0.9102217414818822
060371034001003,0.045454545454545456,0.5
060371034001004,0.02173913043478261,
060371034001005,0.152633602460592,0.1930864197530864
060371034001006,0.5839053254437869,0.6210632401108591
060371034002000,0.02173913043478261,1.0
060371034002001,0.027777777777777776,0.5
060371034002002,0.03333333333333333,1.0
060371034002003,0.08333333333333336,1.0
060371034002004,0.10000000000000003,
060371034002005,0.10000000000000003,
060371034002007,0.026250000000000016,
060371034002008,0.037037037037037014,
060371034002009,0.039999999999999994,
060371034002010,0.0709876543209877,1.0
060371034002011,0.03333333333333333,
060371034003000,0.10000000000000003,
060371034003001,0.05000000000000003,
060371034003002,0.05555555555555555,
060371034003003,0.05000000000000003,
060371034003004,0.05263157894736843,
060371034003005,0.05263157894736843,
060371034003006,0.060000000000000026,0.5
060371034003007,0.05882352941176469,1.0
060371034003008,0.0625,
060371034003009,0.013333333333333352,
060371034003010,0.06666666666666667,
060371034004000,0.25073964497041423,0.34607438016528924
060371034004001,0.14124799999999998,0.1457465794170137
060371034004002,0.20987654320987653,0.36500000000000005
060371034004003,0.109375,0.25925925925925924
060371034004004,0.055363321799307946,0.16262975778546712
060371034004005,0.04266389177939646,0.1527777777777778
060371034004006,0.04347826086956521,
060371034004007,0.05000000000000003,
060371034004008,0.05500000000000003,
060371034004009,0.03125,
060371034004010,0.061224489795918345,0.3333333333333333
060371034004011,0.05555555555555555,
060371034004012,0.05882352941176469,
060371034004013,0.05000000000000003,1.0
060371034005000,0.051379123850730124,0.1232
060371034005001,0.031836734693877544,
060371034005002,0.08333333333333336,
060371034005003,0.3995111063875014,0.5067604110329909
060371034005004,0.0030238230478799627,0.3333333333333333
060371034005005,0.0161290322580645,
060371034005006,0.039999999999999994,
060371034005007,0.16666666666666669,
060371034005008,0.05263157894736843,
060371034005009,0.007142857142857132,
060371034005010,0.04761904761904759,
060371034005011,0.03333333333333333,
060371034005014,0.045454545454545456,
060371034005015,0.07142857142857142,
060371034005017,0.02173913043478261,
060371041031000,0.010416666666666645,
060371041031001,0.017241379310344817,
060371041031002,0.03333333333333333,
060371041031003,0.03020408163265305,
060371041031004,0.020408163265306128,
060371041031005,0.03846153846153847,
060371041031006,0.04166666666666668,
060371041031007,0.029320987654320986,
060371041031008,0.030303030303030318,
060371041032000,0.03125,
060371041032001,0.01785714285714287,
060371041032002,0.013698630136986282,
060371041032003,0.028571428571428557,
060371041032004,0.02631578947368422,
060371041032005,0.03125,
060371041032006,0.016949152542372874,
060371041032007,0.03333333333333333,
060371041032008,0.03333333333333333,
060371041032010,0.04166666666666668,
060371041032011,0.04347826086956521,
060371041051000,0.14285714285714285,
060371041051002,0.012978689312610172,
060371041051004,0.03484549638395791,
060371041051006,0.0625,
060371041051007,0.020408163265306128,
060371041051008,0.02380952380952379,
060371041051010,1.0,
060371041051011,0.018159433671899056,
060371041051013,0.014705882352941168,
060371041052000,0.16796844181459533,0.49377398386717836
060371041052001,0.2770069523735509,1.0
060371041081000,0.0208,
060371041081001,0.0816326530612245,
060371041081003,0.0451388888888889,1.0
060371041081004,0.2653076791060433,1.0
060371041081006,0.06172839506172839,1.0
060371041081007,0.03225806451612904,
060371041081008,0.02631578947368422,
060371041082000,0.25842901640839844,0.3941326530612246
060371041082001,1.0,
060371041082002,0.05500000000000003,1.0
060371041082003,0.23503472222222221,0.3548454963839579
060371041083000,0.1200951248513674,1.0
060371041083001,0.02083333333333332,
060371041083002,0.03225806451612904,
060371041083003,0.03571428571428573,
060371041083004,0.022181982797645987,0.5
060371041083005,0.03571428571428573,
060371041241000,0.013888888888888916,
060371041241001,0.018430439952437563,1.0
060371041241002,0.05555555555555555,
060371041241003,0.011111111111111134,
060371041241004,0.05882352941176469,
060371041241005,0.0625,0.5
060371041241006,0.05882352941176469,
060371041241007,0.045454545454545456,
060371041241010,0.007042253521126735,
060371041242001,1.0,
060371041242003,0.25,1.0
060371041242004,0.3333333333333333,
060371041242005,0.015151515151515138,
060371041242006,0.045454545454545456,1.0
060371041242007,0.017241379310344817,
060371041242008,0.05000000000000003,
060371041242009,0.03515625,0.5
060371041242010,0.03125,
060371041242011,0.05882352941176469,
060371041242012,0.030303030303030318,
060371041242013,0.06666666666666667,
060371041242014,0.09090909090909091,
060371041242015,0.018518518518518504,1.0
060371041242016,0.05555555555555555,
060371041242017,0.03571428571428573,
060371041242018,0.07692307692307694,
060371041242019,0.023255813953488393,
060371041243003,0.02430555555555553,1.0
060371041243004,0.22448979591836732,
060371041243005,1.0,
060371041243006,0.13580246913580246,
060371041243007,0.02695595003287309,0.3333333333333333
060371041243008,0.14285714285714285,
060371041243010,0.16,1.0
060371041243011,0.3333333333333333,
060371041243012,0.28,
060371041243013,0.06790123456790123,
060371041243014,0.05785123966942149,1.0
060371041243015,0.10743801652892562,
060371041243016,1.0,
060371041243017,0.045454545454545456,
060371041243018,0.13580246913580246,
060371041243020,0.09090909090909091,
060371041243021,0.08333333333333336,
060371041243026,0.14285714285714285,
060371042011001,0.020376778162245316,1.0
060371042011002,0.0625,
060371042011003,0.05263157894736843,
060371042011004,0.05000000000000003,
060371042011005,0.01818181818181817,
060371042011006,0.05000000000000003,
060371042011007,0.04347826086956521,
060371042011011,0.0432,
060371042012000,0.0451388888888889,
060371042012001,0.045454545454545456,
060371042012002,0.045454545454545456,
060371042012003,0.028487947406866318,1.0
060371042012004,0.05263157894736843,
060371042012005,0.011230527714044175,
060371042012006,0.03125,
060371042012007,0.04166666666666668,
060371042012010,0.039999999999999994,
060371042013000,0.04761904761904759,
060371042013001,0.04347826086956521,
060371042013002,0.04347826086956521,1.0
060371042013003,0.049586776859504134,
060371042013004,0.19742883379247017,1.0
060371042013005,0.04761904761904759,1.0
060371042013006,0.04761904761904759,0.5
060371042013007,0.045454545454545456,
060371042013008,0.04639999999999999,0.5
060371042013009,0.04166666666666668,0.5
060371042013012,0.05000000000000003,
060371042031000,0.024390243902439015,
060371042031001,0.02758247701460251,
060371042031002,0.039999999999999994,
060371042031003,0.0660288434348194,0.6990056436441817
060371042031004,0.1989073561095722,0.4560888888888889
060371042032000,0.017241379310344817,1.0
060371042032001,0.014084507042253523,1.0
060371042032002,0.05555555555555555,
060371042032003,0.02433747971876692,1.0
060371042032004,0.02500000000000002,
060371042032005,0.027777777777777776,
060371042032006,0.02500000000000002,1.0
060371042032007,0.033203125,1.0
060371042032008,0.03333333333333333,
060371042041000,0.012820512820512804,
060371042041001,0.5819160997732425,1.0
060371042041002,0.0625,
060371042041003,0.14285714285714285,
060371042041004,0.05263157894736843,
060371042042006,0.0625,
060371042042023,0.017241379310344817,
060371042042024,0.16666666666666669,
060371042042025,0.02631578947368422,
060371042042026,0.015625,
060371042042027,0.10000000000000003,
060371042042028,0.10000000000000003,
060371042042037,0.034482758620689634,
060371043101000,0.13580246913580246,1.0
060371043101001,0.04725897920604914,
060371043101002,0.04347826086956521,
060371043101003,0.09090909090909091,
060371043101004,0.04347826086956521,
060371043101005,0.04166666666666668,0.5
060371043101006,0.07692307692307694,
060371043101007,0.04347826086956521,0.3333333333333333
060371043101008,0.02941176470588234,
060371043101009,0.25,
060371043102000,0.02,
060371043102001,0.03571428571428573,
060371043102002,0.039999999999999994,
060371043102003,0.045454545454545456,
060371043102005,0.04166666666666668,
060371043102006,0.5,
060371043102007,0.04347826086956521,
060371043102008,0.04166666666666668,
060371043102009,0.027777777777777776,
060371043102010,0.028571428571428557,
060371043102012,0.07555555555555556,1.0
060371043103001,0.027777777777777776,
060371043103002,0.037037037037037014,
060371043103003,0.045454545454545456,
060371043103004,0.022222222222222244,
060371043103005,0.09090909090909091,
060371043103006,0.02433747971876692,0.5
060371043103011,0.03333333333333333,
060371043103012,0.039999999999999994,
060371043103013,0.10000000000000003,
060371043103014,0.05555555555555555,
060371043201001,0.16666666666666669,
060371043201002,0.3333333333333333,
060371043201003,0.06201901312811227,1.0
060371043201005,0.03333333333333333,
060371043201006,0.03125,
060371043201007,0.02941176470588234,
060371043201008,0.027777777777777776,
060371043201009,0.03846153846153847,
060371043201010,0.01754385964912282,0.25
060371043201011,0.02941176470588234,1.0
060371043201012,0.021852877808556485,0.34375
060371043202000,0.0339761248852158,0.25
060371043202001,0.05882352941176469,
060371043202002,0.07692307692307694,1.0
060371043202003,0.09183673469387757,
060371043202004,0.08333333333333336,1.0
060371043202005,0.05555555555555555,0.3333333333333333
060371043202006,0.05000000000000003,1.0
060371043202007,0.1111111111111111,
060371043202008,0.16666666666666669,1.0
060371043203000,0.05555555555555555,
060371043203001,0.07555555555555556,1.0
060371043203002,0.07142857142857142,1.0
060371043203003,0.0625,1.0
060371043203004,0.05263157894736843,1.0
060371043203005,0.1745562130177515,0.5408163265306123
060371043203006,0.0657439446366782,0.3333333333333333
060371043203007,0.08884688090737242,0.3400000000000001
060371043203008,0.05555555555555555,1.0
060371043203009,0.30000000000000004,1.0
060371043203010,0.14285714285714285,
060371043203011,0.14285714285714285,0.3333333333333333
060371043204001,0.09090909090909091,
060371043204002,0.027210884353741478,
060371043204003,0.04347826086956521,
060371043204004,0.0625,1.0
060371043204005,0.06172839506172839,0.3333333333333333
060371043204006,0.078125,
060371043204008,0.0703125,
060371043204012,0.1658163265306122,0.5199999999999999
060371044011002,0.04166666666666668,0.5
060371044011003,0.045454545454545456,
060371044011005,0.1111111111111111,
060371044011007,0.028571428571428557,
060371044011008,0.0859375,1.0
060371044011009,0.05215419501133784,0.28
060371044011010,0.0816326530612245,1.0
060371044011011,0.08333333333333336,
060371044011012,0.06666666666666667,0.5
060371044011013,0.020800000000000006,
060371044012000,0.020800000000000003,1.0
060371044012001,0.04166666666666668,
060371044012002,0.045454545454545456,0.5
060371044012003,0.0451388888888889,
060371044012004,0.049586776859504134,0.5
060371044012005,0.04347826086956521,
060371044012006,0.0451388888888889,0.28
060371044012007,0.05029585798816569,0.3888888888888889
060371044012008,0.04639999999999998,0.375
060371044012009,0.049586776859504134,0.28
060371044012010,0.055000000000000035,1.0
060371044031000,0.06336088154269971,
060371044031001,0.04733727810650889,0.625
060371044031002,0.019970414201183426,1.0
060371044031003,0.0451388888888889,0.5555555555555556
060371044031004,0.04347826086956521,
060371044031005,0.049586776859504134,0.5
060371044031006,0.08800000000000002,1.0
060371044031007,0.034482758620689634,
060371044031009,0.08333333333333336,
060371044032010,0.014974433893352831,0.3333333333333333
060371044032011,0.0464,0.3600000000000001
060371044032013,0.048611111111111126,0.375
060371044032014,0.04347826086956521,0.5
060371044032015,0.05371900826446281,0.2777777777777778
060371044032016,0.049586776859504134,0.25
060371044032017,0.048010973936899834,0.18000000000000005
060371044041000,0.027777777777777776,0.3333333333333333
060371044041001,0.0464,1.0
060371044041002,0.0451388888888889,1.0
060371044041003,0.04166666666666668,
060371044041004,0.15625,
060371044041005,0.07692307692307694,1.0
060371044041006,0.25925925925925924,0.6800000000000002
060371044041007,0.05882352941176469,
060371044041008,0.05000000000000003,0.5
060371044041009,0.0657439446366782,
060371044042000,0.05555555555555555,1.0
060371044042001,0.04761904761904759,
060371044042002,0.23875432525951568,0.500945179584121
060371044042003,0.0451388888888889,1.0
060371044042004,0.04166666666666668,0.14285714285714285
060371044042005,0.04526748971193414,0.2777777777777778
060371044042006,0.0432,0.2222222222222222
060371044042007,0.045138888888888895,0.375
060371044042008,0.0451388888888889,0.5
060371044042009,0.13580246913580246,
060371044042010,0.16666666666666669,1.0
060371045001000,0.06666666666666667,
060371045001001,0.0625,
060371045001002,0.06574394463667818,1.0
060371045001003,0.1875,0.390625
060371045001004,0.0451388888888889,0.22222222222222227
060371045001005,0.045454545454545456,1.0
060371045001006,0.04347826086956521,
060371045001007,0.04166666666666668,1.0
060371045002000,0.012987012987012964,1.0
060371045002001,0.028487947406866318,
060371045002002,0.04068047337278107,0.8024691358024691
060371045002003,0.037109375,
060371045002004,0.045454545454545456,1.0
060371045002005,0.12426035502958582,1.0
060371045002006,0.05872553102873803,0.4755555555555555
060371045002007,0.05000000000000003,1.0
060371045002008,0.05263157894736843,
060371045002009,0.045454545454545456,1.0
060371046101001,0.07407407407407407,1.0
060371046101002,0.026041666666666657,0.6800000000000002
060371046101003,0.024132231404958668,0.1328125
060371046101004,0.02,0.3333333333333333
060371046101005,0.019171597633136084,0.05902777777777779
060371046101006,0.023333333333333317,0.5
060371046101007,0.125,
060371046102001,0.05000000000000003,
060371046102002,0.06574394463667818,1.0
060371046102003,0.06790123456790123,0.1111111111111111
060371046102004,0.06000000000000003,0.5
060371046102005,0.04733727810650889,1.0
060371046102006,0.051129607609988095,0.6800000000000002
060371046102007,0.038265306122449,0.5555555555555556
060371046102008,0.03846153846153847,1.0
060371046201000,0.04166666666666668,0.5
060371046201001,0.04166666666666668,
060371046201002,0.02083333333333332,1.0
060371046201003,0.0451388888888889,
060371046201004,0.04166666666666668,
060371046201005,0.039999999999999994,
060371046201006,0.045138888888888895,1.0
060371046202000,0.024197530864197552,0.5555555555555556
060371046202001,0.02500000000000002,1.0
060371046202002,0.023255813953488393,0.16666666666666669
060371046202003,0.023087369850611134,1.0
060371046202004,0.04347826086956521,
060371046202005,0.01960784313725493,
060371046202006,0.01923076923076922,1.0
060371046202007,0.05208333333333335,
060371046202008,0.07692307692307694,
